215,822,344 (100.0%)  PROGRAM TOTALS
  3,817,963 ( 1.77%)  /home/zhuhe/code/litchi-worktrees/before-70d7768cc/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start [/home/zhuhe/code/litchi-worktrees/0653-bin/xmlprobe.before]
  3,773,473 ( 1.75%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility
  3,355,023 ( 1.55%)  ???:__rustc::__rust_realloc [/home/zhuhe/code/litchi-worktrees/0653-bin/xmlprobe.before]
  3,119,301 ( 1.45%)  /home/zhuhe/code/litchi-worktrees/before-70d7768cc/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::write_start [/home/zhuhe/code/litchi-worktrees/0653-bin/xmlprobe.before]
  2,736,439 ( 1.27%)  /home/zhuhe/code/litchi-worktrees/before-70d7768cc/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::esc [/home/zhuhe/code/litchi-worktrees/0653-bin/xmlprobe.before]
      .                               String::from_utf8_lossy(name)
       18 ( 0.00%)  pub fn process_markup_compatibility_stream_with_observers<RawE, ActiveE, Raw, Active>(
        .           pub fn process_markup_compatibility_stream_with_active_observer<ActiveE, Active>(
        .               process_markup_compatibility_stream(input, capabilities, limits, active)
   23,130 ( 0.01%)              let name = str::from_utf8(data.qualified_name.as_ref()).map_err(xml_error)?;
  515,840 ( 0.24%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (11,565x)
   34,695 ( 0.02%)          let found = str::from_utf8(end_name).map_err(xml_error)?;
  443,235 ( 0.21%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (11,565x)
   11,565 ( 0.01%)          let qualified_name = str::from_utf8(data.qualified_name.as_ref()).map_err(xml_error)?;
  515,840 ( 0.24%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (11,565x)
   23,130 ( 0.01%)          let found = str::from_utf8(end_name).map_err(xml_error)?;
  443,235 ( 0.21%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (11,565x)
   34,734 ( 0.02%)          let qualified = str::from_utf8(qualified_name).map_err(xml_error)?;
  444,463 ( 0.21%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (11,578x)
   49,936 ( 0.02%)          let qualified = str::from_utf8(attr.qualified_name.as_ref()).map_err(xml_error)?;
1,140,896 ( 0.53%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (24,968x)
   12,484 ( 0.01%)      let lexical = str::from_utf8(q).map_err(xml_error)?;
  570,448 ( 0.26%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (12,484x)
 2 ( 0.00%)          let content = std::str::from_utf8(processed.as_ref())
85,031 ( 0.04%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (1x)
 .               let content = std::str::from_utf8(processed.as_ref())
      .               /// that it is valid UTF-8. `from_utf8()` checks to ensure that the bytes are valid
115,136 ( 0.05%)          self.read_event_impl(buf)
129,837 ( 0.06%)  => /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/mod.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<&mut alloc::vec::Vec<u8>> (198x)
