217,655,066 (100.0%)  PROGRAM TOTALS
 12,322,323 ( 5.66%)  ???:__rustc::__rust_alloc [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
 10,081,499 ( 4.63%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/mod.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()> [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  9,250,193 ( 4.25%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/buffered_reader.rs:<quick_xml::reader::Reader<litchi_ooxml_common::mce::stream::EventMeter>>::read_event_impl::<&mut alloc::vec::Vec<u8>>
  8,737,618 ( 4.01%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  8,561,481 ( 3.93%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:litchi_ooxml_common::mce::stream::invoke_active::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  7,428,024 ( 3.41%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::end::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  6,410,802 ( 2.95%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  5,804,876 ( 2.67%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-xlsx/src/raw/worksheet/x14ac.rs:litchi_ooxml_common::mce::stream::invoke_active::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}>
  4,718,277 ( 2.17%)  /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/memchr-2.8.3/src/arch/x86_64/memchr.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<()>
  4,417,254 ( 2.03%)  ???:__rustc::__rust_realloc [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  4,125,948 ( 1.90%)  /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/validations.rs:core::str::converts::from_utf8
  3,817,036 ( 1.75%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::start [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  3,773,473 ( 1.73%)  /home/zhuhe/.rustup/toolchains/stable-x86_64-unknown-linux-gnu/lib/rustlib/src/rust/library/core/src/slice/cmp.rs:litchi_ooxml_common::mce::codec::process_markup_compatibility
  3,416,003 ( 1.57%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-xlsx/src/raw/worksheet/x14ac.rs:litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active::<litchi_xlsx::raw::worksheet::x14ac::capture_stream::{closure#0}>::{closure#0} [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  3,119,264 ( 1.43%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::write_start [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
  2,736,408 ( 1.26%)  /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/codec.rs:litchi_ooxml_common::mce::codec::esc [/home/zhuhe/code/litchi-worktrees/targets/0588-after/release/xmlprobe]
      .                               String::from_utf8_lossy(name)
115,136 ( 0.05%)          self.read_event_impl(buf)
129,229 ( 0.06%)  => /home/zhuhe/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/quick-xml-0.41.0/src/reader/mod.rs:<quick_xml::reader::Reader<&[u8]>>::read_event_impl::<&mut alloc::vec::Vec<u8>> (198x)
   69 ( 0.00%)      match std::str::from_utf8(path.as_ref()) {
2,592 ( 0.00%)  => /rustc/48a229ceaefd4985c50990b14116b6d856af0985/library/core/src/str/converts.rs:core::str::converts::from_utf8 (23x)
       18 ( 0.00%)  pub fn process_markup_compatibility_stream_with_observers<RawE, ActiveE, Raw, Active>(
103,258,402 (47.44%)  => /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::start::<litchi_xlsx::error::Error, litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#0}, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> (11,565x)
  291,558 ( 0.13%)  => /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::start::<litchi_xlsx::error::Error, litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#0}, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> (13x)
7,428,024 ( 3.41%)  => /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::end::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> (11,565x)
1,039,145 ( 0.48%)  => /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::text::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> (5,441x)
      171 ( 0.00%)  => /home/zhuhe/code/litchi-worktrees/0588/crates/litchi-ooxml-common/src/mce/stream.rs:<litchi_ooxml_common::mce::stream::Processor>::decl::<litchi_xlsx::error::Error, litchi_xlsx::raw::worksheet::x14ac::capture_stream_with_active<litchi_xlsx::raw::worksheet::selected::scan_stream::{closure#0}>::{closure#1}> (1x)
        .           pub fn process_markup_compatibility_stream_with_active_observer<ActiveE, Active>(
        .               process_markup_compatibility_stream(input, capabilities, limits, active)
